rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/1000224-accused,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,4-Mar,1/1/2000,The Accused demonstrates that rape victims often are suspects in their own cases.
m/1000224-accused,Christopher Null,FALSE,Filmcritic.com,Fresh,3.5/5,4/7/2002,Enough of a social commentary to make it worthwhile
m/1000224-accused,Jamie Gillies,FALSE,Apollo Guide,Fresh,87/100,4/30/2002,
m/1000224-accused,James Kendrick,FALSE,Q Network Film Desk,Fresh,4-Mar,6/13/2002,"has a slightly torrid made-for-TV feel to it ..., but is elevated by the superb performances and genuinely empathetic stance its takes"
m/1000224-accused,Scott Weinberg,FALSE,eFilmCritic.com,Fresh,3.5/5,7/26/2002,A sobering and seriously well-acted tale of rape and retribution.
m/1000224-accused,Jeffrey Westhoff,FALSE,"Northwest Herald (Crystal Lake, IL)",Fresh,5-Mar,8/15/2002,
m/1000224-accused,David Nusair,FALSE,Reel Film Reviews,Fresh,4-Mar,11/8/2002,"...the movie's certainly worth seeing, if only for Foster's award winning performance."
m/1000224-accused,Nick Davis,FALSE,Nick's Flick Picks,Fresh,B,1/10/2003,
m/1000224-accused,Mike McGranaghan,FALSE,Aisle Seat,Fresh,5-Apr,3/4/2003,
m/1000224-accused,Fred Topel,FALSE,About.com,Fresh,5-Apr,7/14/2003,Powerful rape drama.
m/1000224-accused,Frederic and Mary Ann Brussat,FALSE,Spirituality & Practice,Fresh,,7/19/2003,Provides a searing account of a gang rape through the story of two women who speak out against this violent crime
m/1000224-accused,John Esther,FALSE,Pasadena Weekly,Rotten,5-Feb,8/21/2003,
m/1000224-accused,Carol Cling,FALSE,Las Vegas Review-Journal,Fresh,5-Apr,10/17/2003,
m/1000224-accused,Pablo Villaça,FALSE,Cinema em Cena,Fresh,5-Mar,1/13/2004,"A atuação intensa e corajosa de Jodie Foster quase redime um filme que, graças à direção burocrática de Kaplan, parece ter sido realizado para a televisão."
m/1000224-accused,Sarah Chauncey,FALSE,Reel.com,Fresh,5-Mar,6/10/2004,
m/1000224-accused,Daniel M. Kimmel,FALSE,Worcester Telegram & Gazette,Fresh,5-Mar,9/23/2004,
m/1000224-accused,Emanuel Levy,FALSE,EmanuelLevy.Com,Fresh,B,12/18/2005,"In her first Oscar role, Jodie Foster's gang-raped waitress transforms from a good-time hard-drinking girl to a woman fighting for the self-esteem she never had."
m/1000224-accused,Caffeinated Clint,FALSE,Film Threat,Fresh,5-Apr,2/7/2006,"Possibly the best performance Foster has even given, and the best of its type"
m/1000224-accused,Cole Smithey,FALSE,ColeSmithey.com,Fresh,5-Apr,3/13/2006,
m/1000224-accused,Keeva Stratton,FALSE,Rescu (Australia),Fresh,,9/15/2017,"This performance didn't just win an Oscar. It won the hearts of every woman who has ever had to endure the horror of assault and the continued injustice of having to fight against prejudice and a legal system steeped in patriarchy, to be heard."
m/1000224-accused,Hilary Mantel,FALSE,The Spectator,Rotten,,4/11/2019,"Kelly McGillis can make little of her underwritten role; economy is commend-able, but a woman in all her complexity cannot be represented by a pair of outsize shoulder-pads."
m/1000224-accused,Kathi Maio,FALSE,Sojourner,Fresh,,9/4/2019,"It compares very favorably with movies like The Good Mother, in which bad girls/sexual women make their bed, of nails, and are then told they better bloody well lie in it."
m/10002516-lost_city,Dave White,FALSE,Movies.com,Rotten,C+,9/3/2005,
m/10002516-lost_city,Rene Rodriguez,TRUE,Miami Herald,Rotten,4-Feb,3/3/2006,"Despite the strong emotional connection many Miamians will feel toward the movie, The Lost City falls far short of the sweep, complexity and passion it strives for."
m/10002516-lost_city,Scott Foundas,TRUE,Variety,Rotten,,3/10/2006,"Somewhere inside this overlong, sometimes engaging, often tedious affair, there may be a solid, 100-minute movie."
m/10002516-lost_city,Jules Brenner,FALSE,Cinema Signals,Rotten,5-Feb,3/30/2006,Garcia's overindulgence is punishing but I didn't come to the theatre to be soaked in soap opera sentiment.
m/10002516-lost_city,Ed Gonzalez,FALSE,Slant Magazine,Rotten,1.5/4,4/21/2006,"Garcia offers the film to the Cuban community as something we should all be happy to see, but his esteem does not excuse the film's aesthetic mediocrity, cultural ignorance, and colossal self-absorption."
m/10002516-lost_city,Michael Atkinson,TRUE,Village Voice,Rotten,,4/25/2006,"Staged with credibility and loads of Cubano flair, the film slows to a sludgy crawl, giving us lots of time to consider it as a pro-old-guard, anti- revolutionary elegy."
m/10002516-lost_city,Harvey S. Karten,FALSE,Compuserve,Fresh,B-,4/25/2006,Andy Garcia takes his time showing putting a plague on both the houses of Batista and Castro.
m/10002516-lost_city,Rex Reed,TRUE,Observer,Rotten,,4/27/2006,"... it's too long, politically confusing and painfully self-indulgent, loaded with too many tertiary characters and darting from one subplot to the next like a butterfly with hiccups."
m/10002516-lost_city,Tim Grierson,FALSE,L.A. Weekly,Rotten,,4/27/2006,"Compelling in fits and starts, actor-director Andy Garcia's The Lost City possesses grand aspirations but troublesome execution."
m/10002516-lost_city,Peter Rainer,TRUE,Christian Science Monitor,Fresh,B-,4/27/2006,"A lot goes wrong in this overlong movie, but it has a human touch."
m/10002516-lost_city,Andy Klein,FALSE,Los Angeles CityBeat,Rotten,,4/27/2006,"...even trying to put [politics] aside, The Lost City has a number of problems."
m/10002516-lost_city,Maitland McDonagh,FALSE,TV Guide,Rotten,2.5/4,4/28/2006,"Garcia's aching nostalgia for the glittering Havana of his dreams is palpable, but he winds up painting by the same 'doomed romance against a backdrop of revolution' numbers as piffle like Dirty Dancing: Havana Nights."
m/10002516-lost_city,Lisa Rose,TRUE,Newark Star-Ledger,Rotten,1.5/4,4/28/2006,... a lost movie that seems like it takes 16 years to end.
m/10002516-lost_city,Jami Bernard,TRUE,New York Daily News,Rotten,4-Feb,4/28/2006,"How the movie's politics will sit with the audience aside, one of the problems in this overlong melodrama is the distracting casting of Bill Murray as a wisecracking sidekick and Dustin Hoffman as mobster Meyer Lansky."
m/10002516-lost_city,Glenn Whipp,FALSE,Los Angeles Daily News,Fresh,2.5/4,4/28/2006,"The sprawling -- two hours, 23 minutes -- epic meanders in places and its mix of tones and templates do not always serve its narrative. But the movie comes from the heart, filled with a passion that carries it through its rougher patches."
m/10002516-lost_city,E! Staff,FALSE,E! Online,Rotten,C+,4/28/2006,"Havana may remain, in many ways, a lost city, but it'll take more than this movie to find it."
m/10002516-lost_city,Ed Scheid,FALSE,Boxoffice Magazine,Rotten,2.5/5,4/28/2006,... the film seems like a mini-series edited to feature length without time for character development.
m/10002516-lost_city,Lou Lumenick,TRUE,New York Post,Rotten,4-Jan,4/28/2006,"The Lost City manages to make Havana, Sydney Pollack's disastrous 1990 attempt at a Casablanca homage set against the Cuban revolution with Robert Redford, look good by comparison."
m/10002516-lost_city,Mark Olsen,TRUE,Los Angeles Times,Rotten,5-Feb,4/28/2006,... a haphazard jumble.
m/10002516-lost_city,Gary Goldstein,FALSE,Reel.com,Rotten,2.5/4,4/28/2006,"Noteworthy and well-intended, The Lost City isn't exactly a lost opportunity, just a sincerely limited one."
m/10002516-lost_city,Stephen Holden,TRUE,New York Times,Rotten,5-Feb,4/28/2006,... a romantic epic manque that swoons across the screen for nearly two and a half hours without saying much ...
m/10002516-lost_city,Richard Roeper,TRUE,Ebert & Roeper,Fresh,,5/1/2006,"Garcia, who fled the country with his family as a young boy, obviously has a fierce passion for this material, and he knows to his very soul."
m/10002516-lost_city,Nathan Rabin,TRUE,AV Club,Rotten,C-,5/4/2006,"As a director, Garcia is such a sucker for gratuitous crosscutting and glossily elliptical filmmaking that viewers can be forgiven for mistaking Lost City for a 143-minute montage sequence."
m/10002516-lost_city,Eric Lurio,FALSE,Greenwich Village Gazette,Fresh,5-Mar,5/6/2006,This is a very sad and winsome film.
m/10002516-lost_city,Jeanne Aufmuth,FALSE,Palo Alto Weekly,Rotten,2.5/4,5/10/2006,Handsomely executed but hopelessly flawed.
m/10002516-lost_city,Michael Wilmington,TRUE,Chicago Tribune,Fresh,4-Mar,5/11/2006,"Throbbing with music, seething with anger and romance, The Lost City is a film that breaks your heart, bewilders, alienates and ravishes you by turns."
m/10002516-lost_city,Mick LaSalle,TRUE,San Francisco Chronicle,Rotten,4-Feb,5/12/2006,"The Lost City has a subject, a setting and a historical backdrop, but in the foreground it has a relatively passive protagonist, Fico, whose passions are understated and whose fortunes inspire only minor concern."
m/10002516-lost_city,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,4-Mar,5/12/2006,"Overdirected, yes, but it's an epic, passionate portrayal."
m/10002516-lost_city,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,4-Mar,5/12/2006,"Feels like the distillation of countless conversations and family legends, rehearsed from time immemorial by Cubans who fled their homeland and sought to re-create it in their memories."
m/10002516-lost_city,Wesley Morris,TRUE,Boston Globe,Rotten,4-Jan,5/12/2006,It's the sort of epic that aspires to tell Cuba's modern political history and celebrate its people without introducing us to a single believable character.
m/10002516-lost_city,Peter Canavese,FALSE,Groucho Reviews,Rotten,2.5/4,5/12/2006,"Musical...handsome...poignantly nostalgic...The Lost City is a lot of things, but what it's not is incisive."
m/10002516-lost_city,Sean Axmaker,FALSE,Seattle Post-Intelligencer,Rotten,C,5/18/2006,"... full of characters with import more symbolic than dramatic (Bill Murray plays a veritable court jester), ideas that wander and contradictions that dissipate."
m/10002516-lost_city,Stephen Hunter,TRUE,Washington Post,Fresh,,5/18/2006,"A tribute to pre-revolutionary Havana, an elegy on what was lost, a little payback for a regime that drove his family out and, best of all, a synthesis of the driving Afro-Cuban rhythms of the extraordinary music."
m/10002516-lost_city,Chris Hewitt,FALSE,St. Paul Pioneer Press,Rotten,4-Feb,5/18/2006,"You can see why Garcia was drawn to this material, but he hasn't had much luck shaping it into a film."
m/10002516-lost_city,Jeff Shannon,TRUE,Seattle Times,Fresh,4-Mar,5/19/2006,"As a musical fever dream of paradise lost, The Lost City is a flawed success, boasting just enough truth and admirable purpose to justify the hazards of Garcia's passion."
m/10002516-lost_city,Jonathan Rosenbaum,TRUE,Chicago Reader,Rotten,,5/19/2006,"The film suggests a dutiful if clunky pastiche of The Godfather and a right-wing Reds, with Fellove and his brothers and parents representing a spectrum of possible responses to the Cuban revolution."
m/10002516-lost_city,Owen Gleiberman,TRUE,Entertainment Weekly,Rotten,C,5/20/2006,"Though the filmmaker's feel for his Cuban heritage is bone-deep, it's a glazed and dolorous movie -- a depressed epic."
m/10002516-lost_city,Philip Wuntch,TRUE,Dallas Morning News,Fresh,B-,5/25/2006,"Lovely to look at, and its mixture of Cuban standards and Garcia originals is delightful to listen to."
m/10002516-lost_city,David Elliott,FALSE,San Diego Union-Tribune,Rotten,2.5/4,5/26/2006,"The coming CD, not the DVD, should be the keeper."
m/10002516-lost_city,Robert Denerstein,TRUE,Denver Rocky Mountain News,Rotten,C,5/26/2006,"Somewhere amid the bric-a-brac -- hot rhythms, ocean breezes and political upheaval and melodrama -- a movie languishes. Garcia never really finds it."
m/10002516-lost_city,Michael Booth,TRUE,Denver Post,Rotten,4-Feb,5/26/2006,"A pretty bauble, a trinket offered when the stakes of barter were life and death."
m/10002516-lost_city,Cherryl Dawson and Leigh Ann Palone,FALSE,TheMovieChicks.com,Rotten,5-Mar,5/26/2006,"What makes this movie interesting is the family (and not just because it's made up of 3 beautiful brothers). It's a love story, between a man and a woman and between a people and their country."
m/10002516-lost_city,Frank Swietek,FALSE,One Guy's Opinion,Rotten,C,5/26/2006,"While earnest in intent and visually elegant, simply too narratively amorphous and emotionally desiccated."
m/10002516-lost_city,Tony Medley,FALSE,tonymedley.com,Rotten,10-Mar,5/27/2006,"If you want to see a good, entertaining movie about Havana, circa 1958, better to rent Havana, than waste your money on this turkey."
m/10002516-lost_city,Jean Lowerison,FALSE,San Diego Metropolitan,Rotten,,5/27/2006,Listening to the soundtrack would likely provide a better artistic experience than watching this predictable plot play out.
m/10002516-lost_city,Diana Saenger,FALSE,ReviewExpress.com,Fresh,5-Mar,5/29/2006,Garcia's fans and viewers who love Cuban music will probably enjoy The Lost City if they don't mind the long run time.
m/10002516-lost_city,Mark Jenkins,FALSE,Orlando Weekly,Rotten,,6/1/2006,"For a film rooted in the director's own experience, The Lost City is surprisingly unilluminating."
m/10002516-lost_city,Thomas Delapa,FALSE,Boulder Weekly,Rotten,1.5/4,6/2/2006,"Our cue that Garcia is acting is when he furiously bats his eyes in his smoldering emotional scenes. Either that, or he's allergic to the smoke from all those Cuban cigars."
m/10002516-lost_city,Roger Moore,TRUE,Orlando Sentinel,Rotten,5-Feb,6/9/2006,"It's barely coherent as it is, but at 2 hours and 23 minutes, The Lost City is simply infuriating."
m/10002516-lost_city,Tom Long,TRUE,Detroit News,Rotten,D+,6/9/2006,"Too scattered, too confused, too patched-together to work dramatically."
m/10002516-lost_city,Terry Lawson,TRUE,Detroit Free Press,Rotten,4-Feb,6/9/2006,The movie has too many stories to tell and tells none of them very well.
m/10002516-lost_city,Todd Jorgenson,FALSE,Denton Record-Chronicle,Rotten,,6/14/2006,"Unfortunately, the broad scope leads to a tedious pace, as Garcia lacks the restraint to match his keen visual eye."
m/10002516-lost_city,Geoff Pevere,TRUE,Toronto Star,Rotten,4-Jan,6/16/2006,"Turgid, lumpy and almost unwatchably dull."
m/10002516-lost_city,Jack Garner,FALSE,Rochester Democrat and Chronicle,Fresh,10-Aug,6/16/2006,"It's a potent work, enlivened by fabulous Cuban music and Garcia's obvious love for his land and his culture."
m/10002516-lost_city,Liam Lacey,TRUE,Globe and Mail,Rotten,1.5/4,6/16/2006,"Unfortunately, Garcia is inept as a director. His scenes are shapeless and bloated with self-important speeches."
m/10002516-lost_city,Bill Muller,TRUE,Arizona Republic,Fresh,3.5/5,6/22/2006,Unsteady but often entrancing.
m/10002516-lost_city,Eleanor Ringel Cater,TRUE,Atlanta Journal-Constitution,Rotten,C-,6/22/2006,"Somehow simultaneously too much and not enough. At 143 minutes, it well overstays its welcome as a movie, but with a little more fleshing out it might have worked as a miniseries."
m/10002516-lost_city,Bruce Westbrook,TRUE,Houston Chronicle,Rotten,4-Feb,6/23/2006,"It's handsome and heartfelt but mired in murky politics, plot inertia, musical montages and painfully pointed symbolism."
m/10002516-lost_city,David Germain,TRUE,Associated Press,Rotten,4-Feb,6/23/2006,Garcia needed better guiding hands and eyes in the editing room to jettison the many parts that bog down the story.
m/10002516-lost_city,Carol Cling,FALSE,Las Vegas Review-Journal,Fresh,B-,6/23/2006,"... when it finds its footing, it becomes the movie it longs to be. And that happens often enough to make it worth finding, even when it seems as lost as the city it loves."
m/10002516-lost_city,Marjorie Baumgarten,FALSE,Austin Chronicle,Rotten,2.5/5,6/24/2006,"Even though the movie is made with an abundance of heart, it's sad to report that the final result has only a weak pulse."
m/10002516-lost_city,John Beifuss,FALSE,"Commercial Appeal (Memphis, TN)",Rotten,4-Feb,6/26/2006,"Book-ended by fine songs; in between, Garcia offers more than two hours of clumsy Coppola/Scorsese karaoke..."
m/10002516-lost_city,Phil Villarreal,FALSE,Arizona Daily Star,Rotten,4-Jan,6/29/2006,"For a tribute to a lost city, Garcia has made a lost film."
